"word","mRT","accuracy"
"Dixiecrats",959.9375,0.21875
"Dixieland",796.53125,0.78125
"Doberman",933.818181818182,0.666666666666667
"Dodger",750.28125,0.96875
"Dodgers",735.78125,1
"Domesday",996.433333333333,0.566666666666667
"Dominic",1012.51612903226,0.774193548387097
"Dominican",824,0.909090909090909
"Dominique",769.529411764706,0.911764705882353
"Don",723.382352941176,0.941176470588235
"Donald",686.645161290323,0.967741935483871
"Donna",658.060606060606,0.96969696969697
"Doomsday",856.121212121212,0.96969696969697
"Doppler",781.090909090909,0.909090909090909
"Doric",783.705882352941,0.176470588235294
"Doris",713.59375,0.9375
"Dorothy",676.30303030303,0.878787878787879
"Dostoevsky",821.266666666667,0.3
"Dostoevsky's",957.206896551724,0.551724137931034
"Doug",731.794117647059,0.970588235294118
"Dover",753.441176470588,0.882352941176471
"Draco",820.833333333333,0.5
"Draconian",858.363636363636,0.484848484848485
"Dublin",869.857142857143,0.885714285714286
"Dulles",801,0.294117647058824
"Dumas",770.34375,0.53125
"Dusseldorf",863.25,0.46875
"Dutch",652.151515151515,1
"Dutchman",723.125,0.96875
"Dylan",757.090909090909,0.909090909090909
"Easter",592.060606060606,0.96969696969697
"Ecuador",896.8125,0.84375
"Eddie",635.205882352941,1
"Eddie's",716.064516129032,1
"Eden",654.424242424242,0.939393939393939
"Edgar",745.264705882353,0.941176470588235
"Edison",719.6875,0.875
"Edison's",744.352941176471,0.970588235294118
"Edith",861.029411764706,0.852941176470588
"Edward",695.060606060606,0.909090909090909
"Edward's",718.483870967742,0.967741935483871
"Egypt",604.78125,1
"Egyptian",698.029411764706,0.970588235294118
"Egyptians",675.911764705882,0.970588235294118
"Eileen",730.588235294118,0.823529411764706
"Eileen's",644.911764705882,0.882352941176471
"Einstein",740.848484848485,0.96969696969697
"Einstein's",760.7,0.966666666666667
"Eisenhower",707.129032258065,0.903225806451613
"Eisenhower's",832.625,0.96875
"Elaine",627.794117647059,0.823529411764706
"Elaine's",664.15625,0.96875
"Eleanor",706.2,0.885714285714286
"Elijah",740.363636363636,0.939393939393939
"Elizabeth",712.068965517241,0.931034482758621
"Elizabethan",958.677419354839,0.806451612903226
"Elizabethans",860.965517241379,0.758620689655172
"Ellen",672.75,0.875
"Elliott",763.133333333333,0.9
"Elmer",708.235294117647,0.823529411764706
"Elmira",806.69696969697,0.606060606060606
"Elvis",669.090909090909,1
"Emma",800.090909090909,0.96969696969697
"Emma's",627.588235294118,0.852941176470588
"Emmanuel",814.529411764706,0.911764705882353
"England",661.818181818182,1
"England's",705.757575757576,0.96969696969697
"Englander",979.363636363636,0.727272727272727
"Englanders",719,0.96875
"English",580.676470588235,0.970588235294118
"Englishman",728,1
"Englishmen",751.030303030303,0.96969696969697
"Englishwoman",820.354838709677,1
"Epicurean",958.620689655172,0.517241379310345
"Epicurus",991.28125,0.53125
"Episcopal",849.666666666667,0.6
"Episcopalian",1017.58064516129,0.645161290322581
"Eric",616.41935483871,1
"Ernest",677.705882352941,0.970588235294118
"Ernie",760.264705882353,0.941176470588235
"Ernie's",626.774193548387,0.967741935483871
"Eros",789.333333333333,0.545454545454545
"Eskimo",723.575757575758,0.96969696969697
"Eskimos",734.121212121212,1
"Ethel",767.625,1
"Ethiopia",843.645161290323,1
"Ethiopians",816.151515151515,0.909090909090909
"Euclid",735.666666666667,0.727272727272727
"Euclid's",894.909090909091,0.787878787878788
"Eugene",768.636363636364,0.878787878787879
"Eugene's",727.6,1
"Eurasia",951.625,0.6875
"Eurasian",967.117647058824,0.558823529411765
"Eurodollar",839.53125,0.34375
"Europe",613.878787878788,1
"Europe's",715.375,0.9375
"European",693.375,1
"Europeanization",1260,0.846153846153846
"Europeanized",1097.70588235294,0.852941176470588
"Europeans",599.424242424242,1
"Evelyn",742.424242424242,0.757575757575758
"Everest",789.606060606061,0.848484848484849
"Everglades",805.939393939394,0.939393939393939
"Ezra",886.470588235294,0.676470588235294
"FALSE",735.117647058824,0.941176470588235
"Fahrenheit",749.677419354839,0.903225806451613
"Fargo",625.151515151515,1
"Fatima",740.931034482759,0.448275862068966
"Faulkner",730.58064516129,0.935483870967742
"Faulkner's",821.676470588235,0.823529411764706
"Faust",815.3125,0.375
"Faust's",764.787878787879,0.606060606060606
"Faustian",858.515151515152,0.363636363636364
"Faustus",817.757575757576,0.424242424242424
"Feb",871.735294117647,0.411764705882353
"February",716.90625,1
"February's",862.151515151515,1
"Federalist",771.151515151515,0.939393939393939
"Felice",826.363636363636,0.515151515151515
"Felice's",863.0625,0.6875
"Felix",796.676470588235,0.911764705882353
